Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,178.0399932861328,179.0,171.50999450683594,173.99000549316406,173.99000549316406,7565400
2023-01-04,170.9499969482422,174.2899932861328,170.85000610351562,172.13999938964844,172.13999938964844,7684500
2023-01-05,171.5,176.19000244140625,171.24000549316406,175.24000549316406,175.24000549316406,6088200
2023-01-06,177.02000427246094,179.38999938964844,175.6999969482422,176.55999755859375,176.55999755859375,7189400
2023-01-09,178.25999450683594,178.3300018310547,174.3800048828125,175.17999267578125,175.17999267578125,8385600
2023-01-10,176.39999389648438,176.7100067138672,173.72000122070312,176.0399932861328,176.0399932861328,8307000
2023-01-11,177.88999938964844,178.13999938964844,174.3000030517578,175.1999969482422,175.1999969482422,6962600
2023-01-12,175.99000549316406,178.3699951171875,175.89999389648438,177.0800018310547,177.0800018310547,6891400
2023-01-13,177.08999633789062,177.99000549316406,175.67999267578125,177.55999755859375,177.55999755859375,5723400
2023-01-17,178.44000244140625,181.32000732421875,178.17999267578125,180.49000549316406,180.49000549316406,10697700
2023-01-18,180.82000732421875,182.3800048828125,176.94000244140625,177.22999572753906,177.22999572753906,8899200
2023-01-19,176.61000061035156,179.9499969482422,176.16000366210938,179.0,179.0,5907200
